"","region","supplysector","subsector0","subsector","year","lifetime","steepness","half.life","stub.technology"
"3417","SD","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"3418","SD","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"3419","SD","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"3420","SD","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"3421","TN","base load generation","coal","coal_base_conv pul before 1950",2015,7,0.3,6,"coal (conv pul) (once through)"
"3422","TN","base load generation","coal","coal_base_conv pul before 1950",2015,7,0.3,6,"coal (conv pul) (recirculating)"
"3423","TN","base load generation","coal","coal_base_conv pul before 1950",2015,7,0.3,6,"coal (conv pul) (cooling pond)"
"3424","TN","base load generation","coal","coal_base_conv pul before 1950",2015,7,0.3,6,"coal (conv pul) (dry cooling)"
"3425","TN","intermediate generation","coal","coal_int_conv pul before 1950",2015,7,0.3,6,"coal (conv pul) (once through)"
"3426","TN","intermediate generation","coal","coal_int_conv pul before 1950",2015,7,0.3,6,"coal (conv pul) (recirculating)"
"3427","TN","intermediate generation","coal","coal_int_conv pul before 1950",2015,7,0.3,6,"coal (conv pul) (cooling pond)"
"3428","TN","intermediate generation","coal","coal_int_conv pul before 1950",2015,7,0.3,6,"coal (conv pul) (dry cooling)"
"3429","TN","base load generation","coal","coal_base_conv pul 1951-1955",2015,20,0.3,18,"coal (conv pul) (once through)"
"3430","TN","base load generation","coal","coal_base_conv pul 1951-1955",2015,20,0.3,18,"coal (conv pul) (recirculating)"
"3431","TN","base load generation","coal","coal_base_conv pul 1951-1955",2015,20,0.3,18,"coal (conv pul) (cooling pond)"
"3432","TN","base load generation","coal","coal_base_conv pul 1951-1955",2015,20,0.3,18,"coal (conv pul) (dry cooling)"
"3433","TN","intermediate generation","coal","coal_int_conv pul 1951-1955",2015,20,0.3,18,"coal (conv pul) (once through)"
"3434","TN","intermediate generation","coal","coal_int_conv pul 1951-1955",2015,20,0.3,18,"coal (conv pul) (recirculating)"
"3435","TN","intermediate generation","coal","coal_int_conv pul 1951-1955",2015,20,0.3,18,"coal (conv pul) (cooling pond)"
"3436","TN","intermediate generation","coal","coal_int_conv pul 1951-1955",2015,20,0.3,18,"coal (conv pul) (dry cooling)"
"3437","TN","base load generation","coal","coal_base_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (once through)"
"3438","TN","base load generation","coal","coal_base_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (recirculating)"
"3439","TN","base load generation","coal","coal_base_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (cooling pond)"
"3440","TN","base load generation","coal","coal_base_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (dry cooling)"
"3441","TN","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (once through)"
"3442","TN","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (recirculating)"
"3443","TN","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (cooling pond)"
"3444","TN","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (dry cooling)"
"3445","TN","base load generation","coal","coal_base_conv pul 1961-1965",2015,27,0.3,24,"coal (conv pul) (once through)"
"3446","TN","base load generation","coal","coal_base_conv pul 1961-1965",2015,27,0.3,24,"coal (conv pul) (recirculating)"
"3447","TN","base load generation","coal","coal_base_conv pul 1961-1965",2015,27,0.3,24,"coal (conv pul) (cooling pond)"
"3448","TN","base load generation","coal","coal_base_conv pul 1961-1965",2015,27,0.3,24,"coal (conv pul) (dry cooling)"
"3449","TN","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,27,0.3,24,"coal (conv pul) (once through)"
"3450","TN","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,27,0.3,24,"coal (conv pul) (recirculating)"
"3451","TN","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,27,0.3,24,"coal (conv pul) (cooling pond)"
"3452","TN","intermediate generation","coal","coal_int_conv pul 1961-1965",2015,27,0.3,24,"coal (conv pul) (dry cooling)"
"3453","TN","base load generation","coal","coal_base_conv pul 1966-1970",2015,8,0.3,7,"coal (conv pul) (once through)"
"3454","TN","base load generation","coal","coal_base_conv pul 1966-1970",2015,8,0.3,7,"coal (conv pul) (recirculating)"
"3455","TN","base load generation","coal","coal_base_conv pul 1966-1970",2015,8,0.3,7,"coal (conv pul) (cooling pond)"
"3456","TN","base load generation","coal","coal_base_conv pul 1966-1970",2015,8,0.3,7,"coal (conv pul) (dry cooling)"
"3457","TN","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,8,0.3,7,"coal (conv pul) (once through)"
"3458","TN","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,8,0.3,7,"coal (conv pul) (recirculating)"
"3459","TN","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,8,0.3,7,"coal (conv pul) (cooling pond)"
"3460","TN","intermediate generation","coal","coal_int_conv pul 1966-1970",2015,8,0.3,7,"coal (conv pul) (dry cooling)"
"3461","TN","base load generation","coal","coal_base_conv pul 1971-1975",2015,38,0.3,33,"coal (conv pul) (once through)"
"3462","TN","base load generation","coal","coal_base_conv pul 1971-1975",2015,38,0.3,33,"coal (conv pul) (recirculating)"
"3463","TN","base load generation","coal","coal_base_conv pul 1971-1975",2015,38,0.3,33,"coal (conv pul) (cooling pond)"
"3464","TN","base load generation","coal","coal_base_conv pul 1971-1975",2015,38,0.3,33,"coal (conv pul) (dry cooling)"
"3465","TN","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,38,0.3,33,"coal (conv pul) (once through)"
"3466","TN","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,38,0.3,33,"coal (conv pul) (recirculating)"
"3467","TN","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,38,0.3,33,"coal (conv pul) (cooling pond)"
"3468","TN","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,38,0.3,33,"coal (conv pul) (dry cooling)"
"3469","TN","base load generation","coal","coal_base_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (once through)"
"3470","TN","base load generation","coal","coal_base_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (recirculating)"
"3471","TN","base load generation","coal","coal_base_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (cooling pond)"
"3472","TN","base load generation","coal","coal_base_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (dry cooling)"
"3473","TN","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (once through)"
"3474","TN","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (recirculating)"
"3475","TN","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (cooling pond)"
"3476","TN","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,47,0.3,41,"coal (conv pul) (dry cooling)"
"3477","TN","base load generation","coal","coal_base_conv pul 1991-1995",2015,59,0.3,52,"coal (conv pul) (once through)"
"3478","TN","base load generation","coal","coal_base_conv pul 1991-1995",2015,59,0.3,52,"coal (conv pul) (recirculating)"
"3479","TN","base load generation","coal","coal_base_conv pul 1991-1995",2015,59,0.3,52,"coal (conv pul) (cooling pond)"
"3480","TN","base load generation","coal","coal_base_conv pul 1991-1995",2015,59,0.3,52,"coal (conv pul) (dry cooling)"
"3481","TN","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,59,0.3,52,"coal (conv pul) (once through)"
"3482","TN","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,59,0.3,52,"coal (conv pul) (recirculating)"
"3483","TN","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,59,0.3,52,"coal (conv pul) (cooling pond)"
"3484","TN","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,59,0.3,52,"coal (conv pul) (dry cooling)"
"3485","TN","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"3486","TN","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"3487","TN","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"3488","TN","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"3489","TN","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"3490","TN","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"3491","TN","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"3492","TN","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"3493","TN","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"3494","TN","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"3495","TN","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"3496","TN","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"3497","TN","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"3498","TN","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"3499","TN","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"3500","TN","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"3501","TN","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"3502","TN","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"3503","TN","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"3504","TN","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"3505","TN","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"3506","TN","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"3507","TN","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"3508","TN","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"3509","TN","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"3510","TN","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"3511","TN","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"3512","TN","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"3513","TN","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"3514","TN","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"3515","TN","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"3516","TN","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"3517","TX","base load generation","coal","coal_base_conv pul 1976-1980",2015,37,0.3,32,"coal (conv pul) (seawater)"
"3518","TX","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,37,0.3,32,"coal (conv pul) (seawater)"
"3519","TX","base load generation","coal","coal_base_conv pul 1981-1985",2015,38,0.3,33,"coal (conv pul) (seawater)"
"3520","TX","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,38,0.3,33,"coal (conv pul) (seawater)"
"3521","TX","base load generation","coal","coal_base_conv pul 1986-1990",2015,52,0.3,46,"coal (conv pul) (seawater)"
"3522","TX","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,52,0.3,46,"coal (conv pul) (seawater)"
"3523","TX","base load generation","coal","coal_base_conv pul 1991-1995",2015,57,0.3,50,"coal (conv pul) (seawater)"
"3524","TX","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,57,0.3,50,"coal (conv pul) (seawater)"
"3525","TX","base load generation","coal","coal_base_conv pul 2006-2010",2015,75,0.3,66,"coal (conv pul) (seawater)"
"3526","TX","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,75,0.3,66,"coal (conv pul) (seawater)"
"3527","TX","base load generation","coal","coal_base_conv pul 2011-2015",2015,77,0.3,67,"coal (conv pul) (seawater)"
"3528","TX","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,77,0.3,67,"coal (conv pul) (seawater)"
"3529","TX","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (seawater)"
"3530","TX","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (seawater)"
"3531","TX","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (seawater)"
"3532","TX","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (seawater)"
"3533","TX","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (seawater)"
"3534","TX","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (seawater)"
"3535","TX","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (seawater)"
"3536","TX","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (seawater)"
"3537","TX","base load generation","coal","coal_base_conv pul 1976-1980",2015,37,0.3,32,"coal (conv pul) (once through)"
"3538","TX","base load generation","coal","coal_base_conv pul 1976-1980",2015,37,0.3,32,"coal (conv pul) (recirculating)"
"3539","TX","base load generation","coal","coal_base_conv pul 1976-1980",2015,37,0.3,32,"coal (conv pul) (cooling pond)"
"3540","TX","base load generation","coal","coal_base_conv pul 1976-1980",2015,37,0.3,32,"coal (conv pul) (dry cooling)"
"3541","TX","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,37,0.3,32,"coal (conv pul) (once through)"
"3542","TX","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,37,0.3,32,"coal (conv pul) (recirculating)"
"3543","TX","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,37,0.3,32,"coal (conv pul) (cooling pond)"
"3544","TX","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,37,0.3,32,"coal (conv pul) (dry cooling)"
"3545","TX","base load generation","coal","coal_base_conv pul 1981-1985",2015,38,0.3,33,"coal (conv pul) (once through)"
"3546","TX","base load generation","coal","coal_base_conv pul 1981-1985",2015,38,0.3,33,"coal (conv pul) (recirculating)"
"3547","TX","base load generation","coal","coal_base_conv pul 1981-1985",2015,38,0.3,33,"coal (conv pul) (cooling pond)"
"3548","TX","base load generation","coal","coal_base_conv pul 1981-1985",2015,38,0.3,33,"coal (conv pul) (dry cooling)"
"3549","TX","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,38,0.3,33,"coal (conv pul) (once through)"
"3550","TX","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,38,0.3,33,"coal (conv pul) (recirculating)"
"3551","TX","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,38,0.3,33,"coal (conv pul) (cooling pond)"
"3552","TX","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,38,0.3,33,"coal (conv pul) (dry cooling)"
"3553","TX","base load generation","coal","coal_base_conv pul 1986-1990",2015,52,0.3,46,"coal (conv pul) (once through)"
"3554","TX","base load generation","coal","coal_base_conv pul 1986-1990",2015,52,0.3,46,"coal (conv pul) (recirculating)"
"3555","TX","base load generation","coal","coal_base_conv pul 1986-1990",2015,52,0.3,46,"coal (conv pul) (cooling pond)"
"3556","TX","base load generation","coal","coal_base_conv pul 1986-1990",2015,52,0.3,46,"coal (conv pul) (dry cooling)"
"3557","TX","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,52,0.3,46,"coal (conv pul) (once through)"
"3558","TX","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,52,0.3,46,"coal (conv pul) (recirculating)"
"3559","TX","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,52,0.3,46,"coal (conv pul) (cooling pond)"
"3560","TX","intermediate generation","coal","coal_int_conv pul 1986-1990",2015,52,0.3,46,"coal (conv pul) (dry cooling)"
"3561","TX","base load generation","coal","coal_base_conv pul 1991-1995",2015,57,0.3,50,"coal (conv pul) (once through)"
"3562","TX","base load generation","coal","coal_base_conv pul 1991-1995",2015,57,0.3,50,"coal (conv pul) (recirculating)"
"3563","TX","base load generation","coal","coal_base_conv pul 1991-1995",2015,57,0.3,50,"coal (conv pul) (cooling pond)"
"3564","TX","base load generation","coal","coal_base_conv pul 1991-1995",2015,57,0.3,50,"coal (conv pul) (dry cooling)"
"3565","TX","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,57,0.3,50,"coal (conv pul) (once through)"
"3566","TX","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,57,0.3,50,"coal (conv pul) (recirculating)"
"3567","TX","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,57,0.3,50,"coal (conv pul) (cooling pond)"
"3568","TX","intermediate generation","coal","coal_int_conv pul 1991-1995",2015,57,0.3,50,"coal (conv pul) (dry cooling)"
"3569","TX","base load generation","coal","coal_base_conv pul 2006-2010",2015,75,0.3,66,"coal (conv pul) (once through)"
"3570","TX","base load generation","coal","coal_base_conv pul 2006-2010",2015,75,0.3,66,"coal (conv pul) (recirculating)"
"3571","TX","base load generation","coal","coal_base_conv pul 2006-2010",2015,75,0.3,66,"coal (conv pul) (cooling pond)"
"3572","TX","base load generation","coal","coal_base_conv pul 2006-2010",2015,75,0.3,66,"coal (conv pul) (dry cooling)"
"3573","TX","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,75,0.3,66,"coal (conv pul) (once through)"
"3574","TX","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,75,0.3,66,"coal (conv pul) (recirculating)"
"3575","TX","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,75,0.3,66,"coal (conv pul) (cooling pond)"
"3576","TX","intermediate generation","coal","coal_int_conv pul 2006-2010",2015,75,0.3,66,"coal (conv pul) (dry cooling)"
"3577","TX","base load generation","coal","coal_base_conv pul 2011-2015",2015,77,0.3,67,"coal (conv pul) (once through)"
"3578","TX","base load generation","coal","coal_base_conv pul 2011-2015",2015,77,0.3,67,"coal (conv pul) (recirculating)"
"3579","TX","base load generation","coal","coal_base_conv pul 2011-2015",2015,77,0.3,67,"coal (conv pul) (cooling pond)"
"3580","TX","base load generation","coal","coal_base_conv pul 2011-2015",2015,77,0.3,67,"coal (conv pul) (dry cooling)"
"3581","TX","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,77,0.3,67,"coal (conv pul) (once through)"
"3582","TX","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,77,0.3,67,"coal (conv pul) (recirculating)"
"3583","TX","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,77,0.3,67,"coal (conv pul) (cooling pond)"
"3584","TX","intermediate generation","coal","coal_int_conv pul 2011-2015",2015,77,0.3,67,"coal (conv pul) (dry cooling)"
"3585","TX","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"3586","TX","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"3587","TX","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"3588","TX","base load generation","coal","coal_base_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"3589","TX","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"3590","TX","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"3591","TX","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"3592","TX","base load generation","coal","coal_base_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"3593","TX","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"3594","TX","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"3595","TX","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"3596","TX","intermediate generation","coal","coal_int_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"3597","TX","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"3598","TX","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"3599","TX","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"3600","TX","intermediate generation","coal","coal_int_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"3601","TX","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"3602","TX","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"3603","TX","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"3604","TX","peak generation","coal","coal_peak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"3605","TX","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"3606","TX","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"3607","TX","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"3608","TX","peak generation","coal","coal_peak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"3609","TX","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (once through)"
"3610","TX","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (recirculating)"
"3611","TX","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (cooling pond)"
"3612","TX","subpeak generation","coal","coal_subpeak_conv pul",2015,60,0.3,50,"coal (conv pul) (dry cooling)"
"3613","TX","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (once through)"
"3614","TX","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (recirculating)"
"3615","TX","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (cooling pond)"
"3616","TX","subpeak generation","coal","coal_subpeak_conv pul_retire_2020",2015,5,0.1,2.5,"coal (conv pul) (dry cooling)"
"3617","UT","base load generation","coal","coal_base_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (once through)"
"3618","UT","base load generation","coal","coal_base_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (recirculating)"
"3619","UT","base load generation","coal","coal_base_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (cooling pond)"
"3620","UT","base load generation","coal","coal_base_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (dry cooling)"
"3621","UT","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (once through)"
"3622","UT","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (recirculating)"
"3623","UT","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (cooling pond)"
"3624","UT","intermediate generation","coal","coal_int_conv pul 1956-1960",2015,23,0.3,20,"coal (conv pul) (dry cooling)"
"3625","UT","base load generation","coal","coal_base_conv pul 1971-1975",2015,39,0.3,34,"coal (conv pul) (once through)"
"3626","UT","base load generation","coal","coal_base_conv pul 1971-1975",2015,39,0.3,34,"coal (conv pul) (recirculating)"
"3627","UT","base load generation","coal","coal_base_conv pul 1971-1975",2015,39,0.3,34,"coal (conv pul) (cooling pond)"
"3628","UT","base load generation","coal","coal_base_conv pul 1971-1975",2015,39,0.3,34,"coal (conv pul) (dry cooling)"
"3629","UT","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,39,0.3,34,"coal (conv pul) (once through)"
"3630","UT","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,39,0.3,34,"coal (conv pul) (recirculating)"
"3631","UT","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,39,0.3,34,"coal (conv pul) (cooling pond)"
"3632","UT","intermediate generation","coal","coal_int_conv pul 1971-1975",2015,39,0.3,34,"coal (conv pul) (dry cooling)"
"3633","UT","base load generation","coal","coal_base_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (once through)"
"3634","UT","base load generation","coal","coal_base_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (recirculating)"
"3635","UT","base load generation","coal","coal_base_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (cooling pond)"
"3636","UT","base load generation","coal","coal_base_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (dry cooling)"
"3637","UT","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (once through)"
"3638","UT","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (recirculating)"
"3639","UT","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (cooling pond)"
"3640","UT","intermediate generation","coal","coal_int_conv pul 1976-1980",2015,43,0.3,38,"coal (conv pul) (dry cooling)"
"3641","UT","base load generation","coal","coal_base_conv pul 1981-1985",2015,48,0.3,42,"coal (conv pul) (once through)"
"3642","UT","base load generation","coal","coal_base_conv pul 1981-1985",2015,48,0.3,42,"coal (conv pul) (recirculating)"
"3643","UT","base load generation","coal","coal_base_conv pul 1981-1985",2015,48,0.3,42,"coal (conv pul) (cooling pond)"
"3644","UT","base load generation","coal","coal_base_conv pul 1981-1985",2015,48,0.3,42,"coal (conv pul) (dry cooling)"
"3645","UT","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,48,0.3,42,"coal (conv pul) (once through)"
"3646","UT","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,48,0.3,42,"coal (conv pul) (recirculating)"
"3647","UT","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,48,0.3,42,"coal (conv pul) (cooling pond)"
"3648","UT","intermediate generation","coal","coal_int_conv pul 1981-1985",2015,48,0.3,42,"coal (conv pul) (dry cooling)"
"3649","UT","base load generation","coal","coal_base_conv pul 1986-1990",2015,21,0.3,18,"coal (conv pul) (once through)"
"3650","UT","base load generation","coal","coal_base_conv pul 1986-1990",2015,21,0.3,18,"coal (conv pul) (recirculating)"
