"","supplysector","subsector","technology","year","input.capital","capital.overnight","fixed.charge.rate"
"364","subpeak generation","coal","coal_subpeak_conv pul",2050,"capital",932,0.13
"365","subpeak generation","coal","coal_subpeak_conv pul",2055,"capital",925,0.13
"366","subpeak generation","coal","coal_subpeak_conv pul",2060,"capital",918,0.13
"367","subpeak generation","coal","coal_subpeak_conv pul",2065,"capital",911,0.13
"368","subpeak generation","coal","coal_subpeak_conv pul",2070,"capital",906,0.13
"369","subpeak generation","coal","coal_subpeak_conv pul",2075,"capital",901,0.13
"370","subpeak generation","coal","coal_subpeak_conv pul",2080,"capital",896,0.13
"371","subpeak generation","coal","coal_subpeak_conv pul",2085,"capital",892,0.13
"372","subpeak generation","coal","coal_subpeak_conv pul",2090,"capital",888,0.13
"373","subpeak generation","coal","coal_subpeak_conv pul",2095,"capital",885,0.13
"374","subpeak generation","coal","coal_subpeak_conv pul",2100,"capital",881,0.13
"375","peak generation","coal","coal_peak_conv pul",1975,"capital",1015,0.13
"376","peak generation","coal","coal_peak_conv pul",1990,"capital",1015,0.13
"377","peak generation","coal","coal_peak_conv pul",2005,"capital",1015,0.13
"378","peak generation","coal","coal_peak_conv pul",2010,"capital",1015,0.13
"379","peak generation","coal","coal_peak_conv pul",2015,"capital",1015,0.13
"380","peak generation","coal","coal_peak_conv pul",2020,"capital",999,0.13
"381","peak generation","coal","coal_peak_conv pul",2025,"capital",985,0.13
"382","peak generation","coal","coal_peak_conv pul",2030,"capital",972,0.13
"383","peak generation","coal","coal_peak_conv pul",2035,"capital",961,0.13
"384","peak generation","coal","coal_peak_conv pul",2040,"capital",950,0.13
"385","peak generation","coal","coal_peak_conv pul",2045,"capital",941,0.13
"386","peak generation","coal","coal_peak_conv pul",2050,"capital",932,0.13
"387","peak generation","coal","coal_peak_conv pul",2055,"capital",925,0.13
"388","peak generation","coal","coal_peak_conv pul",2060,"capital",918,0.13
"389","peak generation","coal","coal_peak_conv pul",2065,"capital",911,0.13
"390","peak generation","coal","coal_peak_conv pul",2070,"capital",906,0.13
"391","peak generation","coal","coal_peak_conv pul",2075,"capital",901,0.13
"392","peak generation","coal","coal_peak_conv pul",2080,"capital",896,0.13
"393","peak generation","coal","coal_peak_conv pul",2085,"capital",892,0.13
"394","peak generation","coal","coal_peak_conv pul",2090,"capital",888,0.13
"395","peak generation","coal","coal_peak_conv pul",2095,"capital",885,0.13
"396","peak generation","coal","coal_peak_conv pul",2100,"capital",881,0.13
"397","base load generation","gas","gas_base_CC",1975,"capital",288,0.13
"398","base load generation","gas","gas_base_CC",1990,"capital",288,0.13
"399","base load generation","gas","gas_base_CC",2005,"capital",288,0.13
"400","base load generation","gas","gas_base_CC",2010,"capital",288,0.13
"401","base load generation","gas","gas_base_CC",2015,"capital",288,0.13
"402","base load generation","gas","gas_base_CC",2020,"capital",262,0.13
"403","base load generation","gas","gas_base_CC",2025,"capital",246,0.13
"404","base load generation","gas","gas_base_CC",2030,"capital",235,0.13
"405","base load generation","gas","gas_base_CC",2035,"capital",227,0.13
"406","base load generation","gas","gas_base_CC",2040,"capital",222,0.13
"407","base load generation","gas","gas_base_CC",2045,"capital",219,0.13
"408","base load generation","gas","gas_base_CC",2050,"capital",217,0.13
"409","base load generation","gas","gas_base_CC",2055,"capital",216,0.13
"410","base load generation","gas","gas_base_CC",2060,"capital",215,0.13
"411","base load generation","gas","gas_base_CC",2065,"capital",214,0.13
"412","base load generation","gas","gas_base_CC",2070,"capital",214,0.13
"413","base load generation","gas","gas_base_CC",2075,"capital",214,0.13
"414","base load generation","gas","gas_base_CC",2080,"capital",213,0.13
"415","base load generation","gas","gas_base_CC",2085,"capital",213,0.13
"416","base load generation","gas","gas_base_CC",2090,"capital",213,0.13
"417","base load generation","gas","gas_base_CC",2095,"capital",213,0.13
"418","base load generation","gas","gas_base_CC",2100,"capital",213,0.13
"419","base load generation","gas","gas_base_CC_CCS",1975,"capital",601,0.13
"420","base load generation","gas","gas_base_CC_CCS",1990,"capital",601,0.13
"421","base load generation","gas","gas_base_CC_CCS",2005,"capital",601,0.13
"422","base load generation","gas","gas_base_CC_CCS",2010,"capital",601,0.13
"423","base load generation","gas","gas_base_CC_CCS",2015,"capital",601,0.13
"424","base load generation","gas","gas_base_CC_CCS",2020,"capital",577,0.13
"425","base load generation","gas","gas_base_CC_CCS",2025,"capital",556,0.13
"426","base load generation","gas","gas_base_CC_CCS",2030,"capital",537,0.13
"427","base load generation","gas","gas_base_CC_CCS",2035,"capital",522,0.13
"428","base load generation","gas","gas_base_CC_CCS",2040,"capital",508,0.13
"429","base load generation","gas","gas_base_CC_CCS",2045,"capital",497,0.13
"430","base load generation","gas","gas_base_CC_CCS",2050,"capital",487,0.13
"431","base load generation","gas","gas_base_CC_CCS",2055,"capital",478,0.13
"432","base load generation","gas","gas_base_CC_CCS",2060,"capital",471,0.13
"433","base load generation","gas","gas_base_CC_CCS",2065,"capital",465,0.13
"434","base load generation","gas","gas_base_CC_CCS",2070,"capital",460,0.13
"435","base load generation","gas","gas_base_CC_CCS",2075,"capital",455,0.13
"436","base load generation","gas","gas_base_CC_CCS",2080,"capital",451,0.13
"437","base load generation","gas","gas_base_CC_CCS",2085,"capital",448,0.13
"438","base load generation","gas","gas_base_CC_CCS",2090,"capital",445,0.13
"439","base load generation","gas","gas_base_CC_CCS",2095,"capital",442,0.13
"440","base load generation","gas","gas_base_CC_CCS",2100,"capital",440,0.13
"441","intermediate generation","gas","gas_int_CC",1975,"capital",288,0.13
"442","intermediate generation","gas","gas_int_CC",1990,"capital",288,0.13
"443","intermediate generation","gas","gas_int_CC",2005,"capital",288,0.13
"444","intermediate generation","gas","gas_int_CC",2010,"capital",288,0.13
"445","intermediate generation","gas","gas_int_CC",2015,"capital",288,0.13
"446","intermediate generation","gas","gas_int_CC",2020,"capital",262,0.13
"447","intermediate generation","gas","gas_int_CC",2025,"capital",246,0.13
"448","intermediate generation","gas","gas_int_CC",2030,"capital",235,0.13
"449","intermediate generation","gas","gas_int_CC",2035,"capital",227,0.13
"450","intermediate generation","gas","gas_int_CC",2040,"capital",222,0.13
"451","intermediate generation","gas","gas_int_CC",2045,"capital",219,0.13
"452","intermediate generation","gas","gas_int_CC",2050,"capital",217,0.13
"453","intermediate generation","gas","gas_int_CC",2055,"capital",216,0.13
"454","intermediate generation","gas","gas_int_CC",2060,"capital",215,0.13
"455","intermediate generation","gas","gas_int_CC",2065,"capital",214,0.13
"456","intermediate generation","gas","gas_int_CC",2070,"capital",214,0.13
"457","intermediate generation","gas","gas_int_CC",2075,"capital",214,0.13
"458","intermediate generation","gas","gas_int_CC",2080,"capital",213,0.13
"459","intermediate generation","gas","gas_int_CC",2085,"capital",213,0.13
"460","intermediate generation","gas","gas_int_CC",2090,"capital",213,0.13
"461","intermediate generation","gas","gas_int_CC",2095,"capital",213,0.13
"462","intermediate generation","gas","gas_int_CC",2100,"capital",213,0.13
"463","intermediate generation","gas","gas_int_CC_CCS",1975,"capital",601,0.13
"464","intermediate generation","gas","gas_int_CC_CCS",1990,"capital",601,0.13
"465","intermediate generation","gas","gas_int_CC_CCS",2005,"capital",601,0.13
"466","intermediate generation","gas","gas_int_CC_CCS",2010,"capital",601,0.13
"467","intermediate generation","gas","gas_int_CC_CCS",2015,"capital",601,0.13
"468","intermediate generation","gas","gas_int_CC_CCS",2020,"capital",577,0.13
"469","intermediate generation","gas","gas_int_CC_CCS",2025,"capital",556,0.13
"470","intermediate generation","gas","gas_int_CC_CCS",2030,"capital",537,0.13
"471","intermediate generation","gas","gas_int_CC_CCS",2035,"capital",522,0.13
"472","intermediate generation","gas","gas_int_CC_CCS",2040,"capital",508,0.13
"473","intermediate generation","gas","gas_int_CC_CCS",2045,"capital",497,0.13
"474","intermediate generation","gas","gas_int_CC_CCS",2050,"capital",487,0.13
"475","intermediate generation","gas","gas_int_CC_CCS",2055,"capital",478,0.13
"476","intermediate generation","gas","gas_int_CC_CCS",2060,"capital",471,0.13
"477","intermediate generation","gas","gas_int_CC_CCS",2065,"capital",465,0.13
"478","intermediate generation","gas","gas_int_CC_CCS",2070,"capital",460,0.13
"479","intermediate generation","gas","gas_int_CC_CCS",2075,"capital",455,0.13
"480","intermediate generation","gas","gas_int_CC_CCS",2080,"capital",451,0.13
"481","intermediate generation","gas","gas_int_CC_CCS",2085,"capital",448,0.13
"482","intermediate generation","gas","gas_int_CC_CCS",2090,"capital",445,0.13
"483","intermediate generation","gas","gas_int_CC_CCS",2095,"capital",442,0.13
"484","intermediate generation","gas","gas_int_CC_CCS",2100,"capital",440,0.13
"485","subpeak generation","gas","gas_subpeak_steam/CT",1975,"capital",246,0.13
"486","subpeak generation","gas","gas_subpeak_steam/CT",1990,"capital",246,0.13
"487","subpeak generation","gas","gas_subpeak_steam/CT",2005,"capital",246,0.13
"488","subpeak generation","gas","gas_subpeak_steam/CT",2010,"capital",246,0.13
"489","subpeak generation","gas","gas_subpeak_steam/CT",2015,"capital",246,0.13
"490","subpeak generation","gas","gas_subpeak_steam/CT",2020,"capital",239,0.13
"491","subpeak generation","gas","gas_subpeak_steam/CT",2025,"capital",232,0.13
"492","subpeak generation","gas","gas_subpeak_steam/CT",2030,"capital",228,0.13
"493","subpeak generation","gas","gas_subpeak_steam/CT",2035,"capital",224,0.13
"494","subpeak generation","gas","gas_subpeak_steam/CT",2040,"capital",221,0.13
"495","subpeak generation","gas","gas_subpeak_steam/CT",2045,"capital",219,0.13
"496","subpeak generation","gas","gas_subpeak_steam/CT",2050,"capital",218,0.13
"497","subpeak generation","gas","gas_subpeak_steam/CT",2055,"capital",216,0.13
"498","subpeak generation","gas","gas_subpeak_steam/CT",2060,"capital",215,0.13
"499","subpeak generation","gas","gas_subpeak_steam/CT",2065,"capital",214,0.13
"500","subpeak generation","gas","gas_subpeak_steam/CT",2070,"capital",214,0.13
"501","subpeak generation","gas","gas_subpeak_steam/CT",2075,"capital",213,0.13
"502","subpeak generation","gas","gas_subpeak_steam/CT",2080,"capital",213,0.13
"503","subpeak generation","gas","gas_subpeak_steam/CT",2085,"capital",213,0.13
"504","subpeak generation","gas","gas_subpeak_steam/CT",2090,"capital",213,0.13
"505","subpeak generation","gas","gas_subpeak_steam/CT",2095,"capital",212,0.13
"506","subpeak generation","gas","gas_subpeak_steam/CT",2100,"capital",212,0.13
"507","subpeak generation","gas","gas_subpeak_CC",1975,"capital",288,0.13
"508","subpeak generation","gas","gas_subpeak_CC",1990,"capital",288,0.13
"509","subpeak generation","gas","gas_subpeak_CC",2005,"capital",288,0.13
"510","subpeak generation","gas","gas_subpeak_CC",2010,"capital",288,0.13
"511","subpeak generation","gas","gas_subpeak_CC",2015,"capital",288,0.13
"512","subpeak generation","gas","gas_subpeak_CC",2020,"capital",262,0.13
"513","subpeak generation","gas","gas_subpeak_CC",2025,"capital",246,0.13
"514","subpeak generation","gas","gas_subpeak_CC",2030,"capital",235,0.13
"515","subpeak generation","gas","gas_subpeak_CC",2035,"capital",227,0.13
"516","subpeak generation","gas","gas_subpeak_CC",2040,"capital",222,0.13
"517","subpeak generation","gas","gas_subpeak_CC",2045,"capital",219,0.13
"518","subpeak generation","gas","gas_subpeak_CC",2050,"capital",217,0.13
"519","subpeak generation","gas","gas_subpeak_CC",2055,"capital",216,0.13
"520","subpeak generation","gas","gas_subpeak_CC",2060,"capital",215,0.13
"521","subpeak generation","gas","gas_subpeak_CC",2065,"capital",214,0.13
"522","subpeak generation","gas","gas_subpeak_CC",2070,"capital",214,0.13
"523","subpeak generation","gas","gas_subpeak_CC",2075,"capital",214,0.13
"524","subpeak generation","gas","gas_subpeak_CC",2080,"capital",213,0.13
"525","subpeak generation","gas","gas_subpeak_CC",2085,"capital",213,0.13
"526","subpeak generation","gas","gas_subpeak_CC",2090,"capital",213,0.13
"527","subpeak generation","gas","gas_subpeak_CC",2095,"capital",213,0.13
"528","subpeak generation","gas","gas_subpeak_CC",2100,"capital",213,0.13
"529","subpeak generation","gas","gas_subpeak_CC_CCS",1975,"capital",601,0.13
"530","subpeak generation","gas","gas_subpeak_CC_CCS",1990,"capital",601,0.13
"531","subpeak generation","gas","gas_subpeak_CC_CCS",2005,"capital",601,0.13
"532","subpeak generation","gas","gas_subpeak_CC_CCS",2010,"capital",601,0.13
"533","subpeak generation","gas","gas_subpeak_CC_CCS",2015,"capital",601,0.13
"534","subpeak generation","gas","gas_subpeak_CC_CCS",2020,"capital",577,0.13
"535","subpeak generation","gas","gas_subpeak_CC_CCS",2025,"capital",556,0.13
"536","subpeak generation","gas","gas_subpeak_CC_CCS",2030,"capital",537,0.13
"537","subpeak generation","gas","gas_subpeak_CC_CCS",2035,"capital",522,0.13
"538","subpeak generation","gas","gas_subpeak_CC_CCS",2040,"capital",508,0.13
"539","subpeak generation","gas","gas_subpeak_CC_CCS",2045,"capital",497,0.13
"540","subpeak generation","gas","gas_subpeak_CC_CCS",2050,"capital",487,0.13
"541","subpeak generation","gas","gas_subpeak_CC_CCS",2055,"capital",478,0.13
"542","subpeak generation","gas","gas_subpeak_CC_CCS",2060,"capital",471,0.13
"543","subpeak generation","gas","gas_subpeak_CC_CCS",2065,"capital",465,0.13
"544","subpeak generation","gas","gas_subpeak_CC_CCS",2070,"capital",460,0.13
"545","subpeak generation","gas","gas_subpeak_CC_CCS",2075,"capital",455,0.13
"546","subpeak generation","gas","gas_subpeak_CC_CCS",2080,"capital",451,0.13
"547","subpeak generation","gas","gas_subpeak_CC_CCS",2085,"capital",448,0.13
"548","subpeak generation","gas","gas_subpeak_CC_CCS",2090,"capital",445,0.13
"549","subpeak generation","gas","gas_subpeak_CC_CCS",2095,"capital",442,0.13
"550","subpeak generation","gas","gas_subpeak_CC_CCS",2100,"capital",440,0.13
"551","peak generation","gas","gas_peak_steam/CT",1975,"capital",246,0.13
"552","peak generation","gas","gas_peak_steam/CT",1990,"capital",246,0.13
"553","peak generation","gas","gas_peak_steam/CT",2005,"capital",246,0.13
"554","peak generation","gas","gas_peak_steam/CT",2010,"capital",246,0.13
"555","peak generation","gas","gas_peak_steam/CT",2015,"capital",246,0.13
"556","peak generation","gas","gas_peak_steam/CT",2020,"capital",239,0.13
"557","peak generation","gas","gas_peak_steam/CT",2025,"capital",232,0.13
"558","peak generation","gas","gas_peak_steam/CT",2030,"capital",228,0.13
"559","peak generation","gas","gas_peak_steam/CT",2035,"capital",224,0.13
"560","peak generation","gas","gas_peak_steam/CT",2040,"capital",221,0.13
"561","peak generation","gas","gas_peak_steam/CT",2045,"capital",219,0.13
"562","peak generation","gas","gas_peak_steam/CT",2050,"capital",218,0.13
"563","peak generation","gas","gas_peak_steam/CT",2055,"capital",216,0.13
"564","peak generation","gas","gas_peak_steam/CT",2060,"capital",215,0.13
"565","peak generation","gas","gas_peak_steam/CT",2065,"capital",214,0.13
"566","peak generation","gas","gas_peak_steam/CT",2070,"capital",214,0.13
"567","peak generation","gas","gas_peak_steam/CT",2075,"capital",213,0.13
"568","peak generation","gas","gas_peak_steam/CT",2080,"capital",213,0.13
"569","peak generation","gas","gas_peak_steam/CT",2085,"capital",213,0.13
"570","peak generation","gas","gas_peak_steam/CT",2090,"capital",213,0.13
"571","peak generation","gas","gas_peak_steam/CT",2095,"capital",212,0.13
"572","peak generation","gas","gas_peak_steam/CT",2100,"capital",212,0.13
"573","peak generation","gas","gas_peak_CC",1975,"capital",288,0.13
"574","peak generation","gas","gas_peak_CC",1990,"capital",288,0.13
"575","peak generation","gas","gas_peak_CC",2005,"capital",288,0.13
"576","peak generation","gas","gas_peak_CC",2010,"capital",288,0.13
"577","peak generation","gas","gas_peak_CC",2015,"capital",288,0.13
"578","peak generation","gas","gas_peak_CC",2020,"capital",262,0.13
"579","peak generation","gas","gas_peak_CC",2025,"capital",246,0.13
"580","peak generation","gas","gas_peak_CC",2030,"capital",235,0.13
"581","peak generation","gas","gas_peak_CC",2035,"capital",227,0.13
"582","peak generation","gas","gas_peak_CC",2040,"capital",222,0.13
"583","peak generation","gas","gas_peak_CC",2045,"capital",219,0.13
"584","peak generation","gas","gas_peak_CC",2050,"capital",217,0.13
"585","peak generation","gas","gas_peak_CC",2055,"capital",216,0.13
"586","peak generation","gas","gas_peak_CC",2060,"capital",215,0.13
"587","peak generation","gas","gas_peak_CC",2065,"capital",214,0.13
"588","peak generation","gas","gas_peak_CC",2070,"capital",214,0.13
"589","peak generation","gas","gas_peak_CC",2075,"capital",214,0.13
"590","peak generation","gas","gas_peak_CC",2080,"capital",213,0.13
"591","peak generation","gas","gas_peak_CC",2085,"capital",213,0.13
"592","peak generation","gas","gas_peak_CC",2090,"capital",213,0.13
"593","peak generation","gas","gas_peak_CC",2095,"capital",213,0.13
"594","peak generation","gas","gas_peak_CC",2100,"capital",213,0.13
"595","peak generation","gas","gas_peak_CC_CCS",1975,"capital",601,0.13
"596","peak generation","gas","gas_peak_CC_CCS",1990,"capital",601,0.13
"597","peak generation","gas","gas_peak_CC_CCS",2005,"capital",601,0.13
"598","peak generation","gas","gas_peak_CC_CCS",2010,"capital",601,0.13
"599","peak generation","gas","gas_peak_CC_CCS",2015,"capital",601,0.13
"600","peak generation","gas","gas_peak_CC_CCS",2020,"capital",577,0.13
"601","peak generation","gas","gas_peak_CC_CCS",2025,"capital",556,0.13
"602","peak generation","gas","gas_peak_CC_CCS",2030,"capital",537,0.13
"603","peak generation","gas","gas_peak_CC_CCS",2035,"capital",522,0.13
"604","peak generation","gas","gas_peak_CC_CCS",2040,"capital",508,0.13
"605","peak generation","gas","gas_peak_CC_CCS",2045,"capital",497,0.13
"606","peak generation","gas","gas_peak_CC_CCS",2050,"capital",487,0.13
"607","peak generation","gas","gas_peak_CC_CCS",2055,"capital",478,0.13
"608","peak generation","gas","gas_peak_CC_CCS",2060,"capital",471,0.13
"609","peak generation","gas","gas_peak_CC_CCS",2065,"capital",465,0.13
"610","peak generation","gas","gas_peak_CC_CCS",2070,"capital",460,0.13
"611","peak generation","gas","gas_peak_CC_CCS",2075,"capital",455,0.13
"612","peak generation","gas","gas_peak_CC_CCS",2080,"capital",451,0.13
"613","peak generation","gas","gas_peak_CC_CCS",2085,"capital",448,0.13
"614","peak generation","gas","gas_peak_CC_CCS",2090,"capital",445,0.13
"615","peak generation","gas","gas_peak_CC_CCS",2095,"capital",442,0.13
"616","peak generation","gas","gas_peak_CC_CCS",2100,"capital",440,0.13
"617","base load generation","geothermal","geo_base",1975,"capital",1335,0.13
"618","base load generation","geothermal","geo_base",1990,"capital",1335,0.13
"619","base load generation","geothermal","geo_base",2005,"capital",1335,0.13
"620","base load generation","geothermal","geo_base",2010,"capital",1335,0.13
"621","base load generation","geothermal","geo_base",2015,"capital",1335,0.13
"622","base load generation","geothermal","geo_base",2020,"capital",1251,0.13
"623","base load generation","geothermal","geo_base",2025,"capital",1183,0.13
"624","base load generation","geothermal","geo_base",2030,"capital",1127,0.13
"625","base load generation","geothermal","geo_base",2035,"capital",1082,0.13
"626","base load generation","geothermal","geo_base",2040,"capital",1045,0.13
"627","base load generation","geothermal","geo_base",2045,"capital",1015,0.13
"628","base load generation","geothermal","geo_base",2050,"capital",990,0.13
"629","base load generation","geothermal","geo_base",2055,"capital",970,0.13
"630","base load generation","geothermal","geo_base",2060,"capital",954,0.13
"631","base load generation","geothermal","geo_base",2065,"capital",940,0.13
"632","base load generation","geothermal","geo_base",2070,"capital",929,0.13
"633","base load generation","geothermal","geo_base",2075,"capital",920,0.13
"634","base load generation","geothermal","geo_base",2080,"capital",913,0.13
"635","base load generation","geothermal","geo_base",2085,"capital",907,0.13
"636","base load generation","geothermal","geo_base",2090,"capital",902,0.13
"637","base load generation","geothermal","geo_base",2095,"capital",899,0.13
"638","base load generation","geothermal","geo_base",2100,"capital",895,0.13
"639","base load generation","nuclear","nuc_base_Gen II",1975,"capital",1650,0.13
"640","base load generation","nuclear","nuc_base_Gen II",1990,"capital",1650,0.13
"641","base load generation","nuclear","nuc_base_Gen II",2005,"capital",1650,0.13
"642","base load generation","nuclear","nuc_base_Gen II",2010,"capital",1650,0.13
"643","base load generation","nuclear","nuc_base_Gen II",2015,"capital",1704,0.13
"644","base load generation","nuclear","nuc_base_Gen II",2020,"capital",1704,0.13
"645","base load generation","nuclear","nuc_base_Gen II",2025,"capital",1704,0.13
"646","base load generation","nuclear","nuc_base_Gen II",2030,"capital",1704,0.13
"647","base load generation","nuclear","nuc_base_Gen II",2035,"capital",1704,0.13
"648","base load generation","nuclear","nuc_base_Gen II",2040,"capital",1704,0.13
"649","base load generation","nuclear","nuc_base_Gen II",2045,"capital",1704,0.13
"650","base load generation","nuclear","nuc_base_Gen II",2050,"capital",1704,0.13
"651","base load generation","nuclear","nuc_base_Gen II",2055,"capital",1704,0.13
"652","base load generation","nuclear","nuc_base_Gen II",2060,"capital",1704,0.13
"653","base load generation","nuclear","nuc_base_Gen II",2065,"capital",1704,0.13
"654","base load generation","nuclear","nuc_base_Gen II",2070,"capital",1704,0.13
"655","base load generation","nuclear","nuc_base_Gen II",2075,"capital",1704,0.13
"656","base load generation","nuclear","nuc_base_Gen II",2080,"capital",1704,0.13
"657","base load generation","nuclear","nuc_base_Gen II",2085,"capital",1704,0.13
"658","base load generation","nuclear","nuc_base_Gen II",2090,"capital",1704,0.13
"659","base load generation","nuclear","nuc_base_Gen II",2095,"capital",1704,0.13
"660","base load generation","nuclear","nuc_base_Gen II",2100,"capital",1704,0.13
"661","base load generation","nuclear","nuc_base_Gen III",1975,"capital",1705,0.13
"662","base load generation","nuclear","nuc_base_Gen III",1990,"capital",1705,0.13
"663","base load generation","nuclear","nuc_base_Gen III",2005,"capital",1705,0.13
"664","base load generation","nuclear","nuc_base_Gen III",2010,"capital",1705,0.13
"665","base load generation","nuclear","nuc_base_Gen III",2015,"capital",1705,0.13
"666","base load generation","nuclear","nuc_base_Gen III",2020,"capital",1675,0.13
"667","base load generation","nuclear","nuc_base_Gen III",2025,"capital",1646,0.13
"668","base load generation","nuclear","nuc_base_Gen III",2030,"capital",1619,0.13
"669","base load generation","nuclear","nuc_base_Gen III",2035,"capital",1593,0.13
"670","base load generation","nuclear","nuc_base_Gen III",2040,"capital",1568,0.13
"671","base load generation","nuclear","nuc_base_Gen III",2045,"capital",1545,0.13
"672","base load generation","nuclear","nuc_base_Gen III",2050,"capital",1523,0.13
"673","base load generation","nuclear","nuc_base_Gen III",2055,"capital",1502,0.13
"674","base load generation","nuclear","nuc_base_Gen III",2060,"capital",1481,0.13
"675","base load generation","nuclear","nuc_base_Gen III",2065,"capital",1462,0.13
"676","base load generation","nuclear","nuc_base_Gen III",2070,"capital",1444,0.13
"677","base load generation","nuclear","nuc_base_Gen III",2075,"capital",1427,0.13
"678","base load generation","nuclear","nuc_base_Gen III",2080,"capital",1410,0.13
"679","base load generation","nuclear","nuc_base_Gen III",2085,"capital",1395,0.13
"680","base load generation","nuclear","nuc_base_Gen III",2090,"capital",1380,0.13
"681","base load generation","nuclear","nuc_base_Gen III",2095,"capital",1366,0.13
"682","base load generation","nuclear","nuc_base_Gen III",2100,"capital",1352,0.13
"683","base load generation","refined liquids","refined liquids_base_steam/CT",1975,"capital",246,0.13
"684","base load generation","refined liquids","refined liquids_base_steam/CT",1990,"capital",246,0.13
"685","base load generation","refined liquids","refined liquids_base_steam/CT",2005,"capital",246,0.13
"686","base load generation","refined liquids","refined liquids_base_steam/CT",2010,"capital",246,0.13
"687","base load generation","refined liquids","refined liquids_base_steam/CT",2015,"capital",246,0.13
"688","base load generation","refined liquids","refined liquids_base_steam/CT",2020,"capital",239,0.13
"689","base load generation","refined liquids","refined liquids_base_steam/CT",2025,"capital",232,0.13
"690","base load generation","refined liquids","refined liquids_base_steam/CT",2030,"capital",228,0.13
"691","base load generation","refined liquids","refined liquids_base_steam/CT",2035,"capital",224,0.13
"692","base load generation","refined liquids","refined liquids_base_steam/CT",2040,"capital",221,0.13
"693","base load generation","refined liquids","refined liquids_base_steam/CT",2045,"capital",219,0.13
"694","base load generation","refined liquids","refined liquids_base_steam/CT",2050,"capital",218,0.13
"695","base load generation","refined liquids","refined liquids_base_steam/CT",2055,"capital",216,0.13
"696","base load generation","refined liquids","refined liquids_base_steam/CT",2060,"capital",215,0.13
"697","base load generation","refined liquids","refined liquids_base_steam/CT",2065,"capital",214,0.13
"698","base load generation","refined liquids","refined liquids_base_steam/CT",2070,"capital",214,0.13
"699","base load generation","refined liquids","refined liquids_base_steam/CT",2075,"capital",213,0.13
"700","base load generation","refined liquids","refined liquids_base_steam/CT",2080,"capital",213,0.13
"701","base load generation","refined liquids","refined liquids_base_steam/CT",2085,"capital",213,0.13
"702","base load generation","refined liquids","refined liquids_base_steam/CT",2090,"capital",213,0.13
"703","base load generation","refined liquids","refined liquids_base_steam/CT",2095,"capital",212,0.13
"704","base load generation","refined liquids","refined liquids_base_steam/CT",2100,"capital",212,0.13
"705","base load generation","refined liquids","refined liquids_base_CC",1975,"capital",288,0.13
"706","base load generation","refined liquids","refined liquids_base_CC",1990,"capital",288,0.13
"707","base load generation","refined liquids","refined liquids_base_CC",2005,"capital",288,0.13
"708","base load generation","refined liquids","refined liquids_base_CC",2010,"capital",288,0.13
"709","base load generation","refined liquids","refined liquids_base_CC",2015,"capital",288,0.13
"710","base load generation","refined liquids","refined liquids_base_CC",2020,"capital",262,0.13
"711","base load generation","refined liquids","refined liquids_base_CC",2025,"capital",246,0.13
"712","base load generation","refined liquids","refined liquids_base_CC",2030,"capital",235,0.13
"713","base load generation","refined liquids","refined liquids_base_CC",2035,"capital",227,0.13
"714","base load generation","refined liquids","refined liquids_base_CC",2040,"capital",222,0.13
"715","base load generation","refined liquids","refined liquids_base_CC",2045,"capital",219,0.13
"716","base load generation","refined liquids","refined liquids_base_CC",2050,"capital",217,0.13
"717","base load generation","refined liquids","refined liquids_base_CC",2055,"capital",216,0.13
"718","base load generation","refined liquids","refined liquids_base_CC",2060,"capital",215,0.13
"719","base load generation","refined liquids","refined liquids_base_CC",2065,"capital",214,0.13
"720","base load generation","refined liquids","refined liquids_base_CC",2070,"capital",214,0.13
"721","base load generation","refined liquids","refined liquids_base_CC",2075,"capital",214,0.13
"722","base load generation","refined liquids","refined liquids_base_CC",2080,"capital",213,0.13
"723","base load generation","refined liquids","refined liquids_base_CC",2085,"capital",213,0.13
"724","base load generation","refined liquids","refined liquids_base_CC",2090,"capital",213,0.13
"725","base load generation","refined liquids","refined liquids_base_CC",2095,"capital",213,0.13
"726","base load generation","refined liquids","refined liquids_base_CC",2100,"capital",213,0.13
"727","base load generation","refined liquids","refined liquids_base_CC_CCS",1975,"capital",716,0.13
"728","base load generation","refined liquids","refined liquids_base_CC_CCS",1990,"capital",716,0.13
"729","base load generation","refined liquids","refined liquids_base_CC_CCS",2005,"capital",716,0.13
"730","base load generation","refined liquids","refined liquids_base_CC_CCS",2010,"capital",716,0.13
"731","base load generation","refined liquids","refined liquids_base_CC_CCS",2015,"capital",716,0.13
"732","base load generation","refined liquids","refined liquids_base_CC_CCS",2020,"capital",683,0.13
"733","base load generation","refined liquids","refined liquids_base_CC_CCS",2025,"capital",655,0.13
"734","base load generation","refined liquids","refined liquids_base_CC_CCS",2030,"capital",632,0.13
"735","base load generation","refined liquids","refined liquids_base_CC_CCS",2035,"capital",611,0.13
"736","base load generation","refined liquids","refined liquids_base_CC_CCS",2040,"capital",594,0.13
"737","base load generation","refined liquids","refined liquids_base_CC_CCS",2045,"capital",578,0.13
"738","base load generation","refined liquids","refined liquids_base_CC_CCS",2050,"capital",565,0.13
"739","base load generation","refined liquids","refined liquids_base_CC_CCS",2055,"capital",554,0.13
"740","base load generation","refined liquids","refined liquids_base_CC_CCS",2060,"capital",545,0.13
"741","base load generation","refined liquids","refined liquids_base_CC_CCS",2065,"capital",537,0.13
