"","sector.name","subsector.name0","subsector.name","year","lifetime","intermittent.technology"
"184","subpeak generation","solar","CSP_subpeak",2030,30,"CSP_subpeak (recirculating)"
"185","subpeak generation","solar","CSP_subpeak",2035,30,"CSP_subpeak (recirculating)"
"186","subpeak generation","solar","CSP_subpeak",2040,30,"CSP_subpeak (recirculating)"
"187","subpeak generation","solar","CSP_subpeak",2045,30,"CSP_subpeak (recirculating)"
"188","subpeak generation","solar","CSP_subpeak",2050,30,"CSP_subpeak (recirculating)"
"189","subpeak generation","solar","CSP_subpeak",2055,30,"CSP_subpeak (recirculating)"
"190","subpeak generation","solar","CSP_subpeak",2060,30,"CSP_subpeak (recirculating)"
"191","subpeak generation","solar","CSP_subpeak",2065,30,"CSP_subpeak (recirculating)"
"192","subpeak generation","solar","CSP_subpeak",2070,30,"CSP_subpeak (recirculating)"
"193","subpeak generation","solar","CSP_subpeak",2075,30,"CSP_subpeak (recirculating)"
"194","subpeak generation","solar","CSP_subpeak",2080,30,"CSP_subpeak (recirculating)"
"195","subpeak generation","solar","CSP_subpeak",2085,30,"CSP_subpeak (recirculating)"
"196","subpeak generation","solar","CSP_subpeak",2090,30,"CSP_subpeak (recirculating)"
"197","subpeak generation","solar","CSP_subpeak",2095,30,"CSP_subpeak (recirculating)"
"198","subpeak generation","solar","CSP_subpeak",2100,30,"CSP_subpeak (recirculating)"
"199","subpeak generation","solar","PV_subpeak",2015,30,"PV_subpeak"
"200","subpeak generation","solar","PV_subpeak",2020,30,"PV_subpeak"
"201","subpeak generation","solar","PV_subpeak",2025,30,"PV_subpeak"
"202","subpeak generation","solar","PV_subpeak",2030,30,"PV_subpeak"
"203","subpeak generation","solar","PV_subpeak",2035,30,"PV_subpeak"
"204","subpeak generation","solar","PV_subpeak",2040,30,"PV_subpeak"
"205","subpeak generation","solar","PV_subpeak",2045,30,"PV_subpeak"
"206","subpeak generation","solar","PV_subpeak",2050,30,"PV_subpeak"
"207","subpeak generation","solar","PV_subpeak",2055,30,"PV_subpeak"
"208","subpeak generation","solar","PV_subpeak",2060,30,"PV_subpeak"
"209","subpeak generation","solar","PV_subpeak",2065,30,"PV_subpeak"
"210","subpeak generation","solar","PV_subpeak",2070,30,"PV_subpeak"
"211","subpeak generation","solar","PV_subpeak",2075,30,"PV_subpeak"
"212","subpeak generation","solar","PV_subpeak",2080,30,"PV_subpeak"
"213","subpeak generation","solar","PV_subpeak",2085,30,"PV_subpeak"
"214","subpeak generation","solar","PV_subpeak",2090,30,"PV_subpeak"
"215","subpeak generation","solar","PV_subpeak",2095,30,"PV_subpeak"
"216","subpeak generation","solar","PV_subpeak",2100,30,"PV_subpeak"
"217","subpeak generation","wind","wind_subpeak",2015,30,"wind_subpeak"
"218","subpeak generation","wind","wind_subpeak",2020,30,"wind_subpeak"
"219","subpeak generation","wind","wind_subpeak",2025,30,"wind_subpeak"
"220","subpeak generation","wind","wind_subpeak",2030,30,"wind_subpeak"
"221","subpeak generation","wind","wind_subpeak",2035,30,"wind_subpeak"
"222","subpeak generation","wind","wind_subpeak",2040,30,"wind_subpeak"
"223","subpeak generation","wind","wind_subpeak",2045,30,"wind_subpeak"
"224","subpeak generation","wind","wind_subpeak",2050,30,"wind_subpeak"
"225","subpeak generation","wind","wind_subpeak",2055,30,"wind_subpeak"
"226","subpeak generation","wind","wind_subpeak",2060,30,"wind_subpeak"
"227","subpeak generation","wind","wind_subpeak",2065,30,"wind_subpeak"
"228","subpeak generation","wind","wind_subpeak",2070,30,"wind_subpeak"
"229","subpeak generation","wind","wind_subpeak",2075,30,"wind_subpeak"
"230","subpeak generation","wind","wind_subpeak",2080,30,"wind_subpeak"
"231","subpeak generation","wind","wind_subpeak",2085,30,"wind_subpeak"
"232","subpeak generation","wind","wind_subpeak",2090,30,"wind_subpeak"
"233","subpeak generation","wind","wind_subpeak",2095,30,"wind_subpeak"
"234","subpeak generation","wind","wind_subpeak",2100,30,"wind_subpeak"
